airline,airline_id,s_airport,s_airport_id,d_airport,d_airport_id,s_name,s_city,s_country,s_ICAO,s_latitude,s_longitude,s_altitude,s_timezone,d_name,d_city,d_country,d_ICAO,d_latitude,d_longitude,d_altitude,d_timezone,distance(Km)
2O,146,ADQ,3531,KLN,7162,Kodiak Airport,Kodiak,United States,PADQ,57.75,-152.4940033,78,-9,Larsen Bay Airport,Larsen Bay,United States,PALB,57.5350990295,-153.977996826,87,-9,91.48827084792852
2O,146,KLN,7162,KYK,7161,Larsen Bay Airport,Larsen Bay,United States,PALB,57.5350990295,-153.977996826,87,-9,Karluk Airport,Karluk,United States,PAKY,57.5671005249,-154.449996948,137,-9,28.38402958681258
2P,897,BSO,6019,MNL,2397,Basco Airport,Basco,Philippines,RPUO,20.4513,121.980003,291,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,668.5873317352389
2P,897,BXU,4200,MNL,2397,Bancasi Airport,Butuan,Philippines,RPME,8.9515,125.4788,141,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,785.6636043607376
5J,1683,BXU,4200,MNL,2397,Bancasi Airport,Butuan,Philippines,RPME,8.9515,125.4788,141,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,785.6636043607376
2P,897,CBO,2399,MNL,2397,Awang Airport,Cotabato,Philippines,RPMC,7.165239810943604,124.20999908447266,189,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,887.6554018895708
5J,1683,CBO,2399,MNL,2397,Awang Airport,Cotabato,Philippines,RPMC,7.165239810943604,124.20999908447266,189,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,887.6554018895708
2P,897,CGY,2400,MNL,2397,Laguindingan Airport,Cagayan de Oro City,Philippines,RPMY,8.612203,124.456496,190,\N,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,754.9091164699981
5J,1683,CGY,2400,MNL,2397,Laguindingan Airport,Cagayan de Oro City,Philippines,RPMY,8.612203,124.456496,190,\N,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,754.9091164699981
2P,897,CRM,6024,MNL,2397,Catarman National Airport,Catarman,Philippines,RPVF,12.502400398254396,124.63600158691406,6,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,450.1057300369507
2P,897,DGT,2425,MNL,2397,Sibulan Airport,Dumaguete,Philippines,RPVD,9.3337097168,123.300003052,15,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,626.5736881526625
5J,1683,DGT,2425,MNL,2397,Sibulan Airport,Dumaguete,Philippines,RPVD,9.3337097168,123.300003052,15,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,626.5736881526625
2P,897,DWC,8076,MNL,2397,Al Maktoum International Airport,Dubai,United Arab Emirates,OMDW,24.896356,55.161389,114,4,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,6929.057653383128
2P,897,GES,2402,MNL,2397,General Santos International Airport,Romblon,Philippines,RPMR,6.05800008774,125.096000671,505,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,1039.9236312136563
5J,1683,GES,2402,MNL,2397,General Santos International Airport,Romblon,Philippines,RPMR,6.05800008774,125.096000671,505,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,1039.9236312136563
2P,897,KLO,2430,MNL,2397,Kalibo International Airport,Kalibo,Philippines,RPVK,11.679400444,122.375999451,14,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,347.17620190869707
5J,1683,KLO,2430,MNL,2397,Kalibo International Airport,Kalibo,Philippines,RPVK,11.679400444,122.375999451,14,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,347.17620190869707
2P,897,LGP,4203,MNL,2397,Legazpi City International Airport,Legazpi,Philippines,RPLP,13.1575,123.735,66,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,329.3862311299875
5J,1683,LGP,4203,MNL,2397,Legazpi City International Airport,Legazpi,Philippines,RPLP,13.1575,123.735,66,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,329.3862311299875
2P,897,MPH,2426,MNL,2397,Godofredo P. Ramos Airport,Caticlan,Philippines,RPVE,11.9245,121.954002,7,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,304.6045540866926
5J,1683,MPH,2426,MNL,2397,Godofredo P. Ramos Airport,Caticlan,Philippines,RPVE,11.9245,121.954002,7,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,304.6045540866926
2P,897,OZC,4204,MNL,2397,Labo Airport,Ozamis,Philippines,RPMO,8.178509712219238,123.84200286865234,75,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,768.10565415533
5J,1683,OZC,4204,MNL,2397,Labo Airport,Ozamis,Philippines,RPMO,8.178509712219238,123.84200286865234,75,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,768.10565415533
2P,897,PPS,2433,MNL,2397,Puerto Princesa Airport,Puerto Princesa,Philippines,RPVP,9.742119789123535,118.75900268554688,71,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,584.1982735894983
5J,1683,PPS,2433,MNL,2397,Puerto Princesa Airport,Puerto Princesa,Philippines,RPVP,9.742119789123535,118.75900268554688,71,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,584.1982735894983
2P,897,RXS,6026,MNL,2397,Roxas Airport,Roxas City,Philippines,RPVR,11.597700119018556,122.7519989013672,10,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,374.10812080353094
5J,1683,RXS,6026,MNL,2397,Roxas Airport,Roxas City,Philippines,RPVR,11.597700119018556,122.7519989013672,10,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,374.10812080353094
2P,897,SUG,6016,MNL,2397,Surigao Airport,Sangley Point,Philippines,RPMS,9.755838325629998,125.480947495,20,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,717.159645177698
2P,897,TUG,6021,MNL,2397,Tuguegarao Airport,Tuguegarao,Philippines,RPUT,17.6433676823,121.733150482,70,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,356.799048247548
5J,1683,TUG,6021,MNL,2397,Tuguegarao Airport,Tuguegarao,Philippines,RPUT,17.6433676823,121.733150482,70,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,356.799048247548
2P,897,ZAM,2404,MNL,2397,Zamboanga International Airport,Zamboanga,Philippines,RPMZ,6.922420024871826,122.05999755859376,33,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,851.1508232458172
5J,1683,ZAM,2404,MNL,2397,Zamboanga International Airport,Zamboanga,Philippines,RPMZ,6.922420024871826,122.05999755859376,33,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,851.1508232458172
5J,1683,BKK,3885,MNL,2397,Suvarnabhumi Airport,Bangkok,Thailand,VTBS,13.681099891662598,100.74700164794922,5,7,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,2187.616352867424
5J,1683,HKG,3077,MNL,2397,Hong Kong International Airport,Hong Kong,Hong Kong,VHHH,22.308901,113.915001,28,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,1145.8580972448708
5J,1683,HKT,3179,MNL,2397,Phuket International Airport,Phuket,Thailand,VTSP,8.1132,98.316902,82,7,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,2573.5622158321535
3K,3021,KIX,3992,MNL,2397,Kansai International Airport,Osaka,Japan,RJBB,34.42729949951172,135.24400329589844,26,9,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,2634.794394513902
5J,1683,KIX,3992,MNL,2397,Kansai International Airport,Osaka,Japan,RJBB,34.42729949951172,135.24400329589844,26,9,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,2634.794394513902
5J,1683,KUL,3304,MNL,2397,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,WMKK,2.745579957962,101.70999908447,69,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,2489.88104762749
5J,1683,REP,3035,MNL,2397,Siem Reap International Airport,Siem-reap,Cambodia,VDSR,13.410699844400002,103.81300354,60,7,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,1860.388391470946
5J,1683,SGN,3205,MNL,2397,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,VVTS,10.8187999725,106.652000427,33,7,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,1611.3836001613436
3K,3021,SIN,3316,MNL,2397,Singapore Changi Airport,Singapore,Singapore,WSSS,1.35019,103.994003,22,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,2374.851647744406
5J,1683,SIN,3316,MNL,2397,Singapore Changi Airport,Singapore,Singapore,WSSS,1.35019,103.994003,22,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,2374.851647744406
5J,1683,TPE,2276,MNL,2397,Taiwan Taoyuan International Airport,Taipei,Taiwan,RCTP,25.0777,121.233002,106,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,1175.4407491065485
5J,1683,CAN,3370,MNL,2397,Guangzhou Baiyun International Airport,Guangzhou,China,ZGGG,23.39240074157715,113.29900360107422,50,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,1277.9933840784893
5J,1683,ICN,3930,MNL,2397,Incheon International Airport,Seoul,South Korea,RKSI,37.46910095214844,126.45099639892578,23,9,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,2608.84937690608
5J,1683,PEK,3364,MNL,2397,Beijing Capital International Airport,Beijing,China,ZBAA,40.0801010131836,116.58499908447266,116,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,2875.985392494569
5J,1683,PVG,3406,MNL,2397,Shanghai Pudong International Airport,Shanghai,China,ZSPD,31.143400192260746,121.80500030517578,13,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,1851.4353236666832
5J,1683,XMN,3383,MNL,2397,Xiamen Gaoqi International Airport,Xiamen,China,ZSAM,24.54400062561035,118.12799835205078,59,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,1156.1716879383332
5J,1683,DXB,2188,MNL,2397,Dubai International Airport,Dubai,United Arab Emirates,OMDB,25.2527999878,55.3643989563,62,4,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,6906.037517611002
5J,1683,BCD,2423,MNL,2397,Bacolod-Silay Airport,Bacolod,Philippines,RPVB,10.7764,123.014999,82,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,468.0386442550076
5J,1683,BKI,3269,MNL,2397,Kota Kinabalu International Airport,Kota Kinabalu,Malaysia,WBKK,5.9372100830078125,116.0510025024414,10,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,1097.018125918504
5J,1683,BWN,3272,MNL,2397,Brunei International Airport,Bandar Seri Begawan,Brunei,WBSB,4.944200038909912,114.9280014038086,73,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,1255.2658871141018
5J,1683,CEB,4206,MNL,2397,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,566.9447120672253
5J,1683,CGK,3275,MNL,2397,Soekarno-Hatta International Airport,Jakarta,Indonesia,WIII,-6.1255698204,106.65599823,34,7,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,2788.142660561933
5J,1683,CYZ,6733,MNL,2397,Cauayan Airport,Cauayan,Philippines,RPUY,16.9298992157,121.752998352,200,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,280.43289188564864
5J,1683,DPL,4201,MNL,2397,Dipolog Airport,Dipolog,Philippines,RPMG,8.60198349877,123.341875076,12,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,703.7657482564492
5J,1683,DPS,3940,MNL,2397,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,WADD,-8.7481698989868,115.16699981689,14,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,2665.3732208064407
5J,1683,DVO,4090,MNL,2397,Francisco Bangoy International Airport,Davao,Philippines,RPMD,7.1255202293396,125.64600372314452,96,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,963.7717824918841
5J,1683,HAN,3199,MNL,2397,Noi Bai International Airport,Hanoi,Vietnam,VVNB,21.221200942993164,105.80699920654295,39,7,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,1773.1394380956986
5J,1683,ILO,2429,MNL,2397,Iloilo International Airport,Iloilo,Philippines,RPVI,10.833017,122.493358,27,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,438.83885685459444
5J,1683,LAO,4202,MNL,2397,Laoag International Airport,Laoag,Philippines,RPLI,18.1781005859375,120.53199768066406,25,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,411.33747572320686
5J,1683,MFM,3121,MNL,2397,Macau International Airport,Macau,Macau,VMMC,22.149599,113.592003,20,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,1155.5636607329438
5J,1683,NGO,3942,MNL,2397,Chubu Centrair International Airport,Nagoya,Japan,RJGG,34.8583984375,136.80499267578125,15,9,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,2759.8784858660392
5J,1683,NRT,2279,MNL,2397,Narita International Airport,Tokyo,Japan,RJAA,35.7647018433,140.386001587,141,9,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,3050.791295791613
5J,1683,PAG,2401,MNL,2397,Pagadian Airport,Pagadian,Philippines,RPMP,7.83073144787,123.461179733,5,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,788.7976051690215
5J,1683,PUS,2372,MNL,2397,Gimhae International Airport,Busan,South Korea,RKPK,35.1795005798,128.93800354,6,9,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,2431.0108414196384
5J,1683,SJI,2409,MNL,2397,San Jose Airport,San Jose,Philippines,RPUH,12.361499786399998,121.04699707,14,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,238.7645055708152
5J,1683,TAC,2422,MNL,2397,Daniel Z. Romualdez Airport,Tacloban,Philippines,RPVA,11.228035,125.027761,10,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,567.2299259755824
5J,1683,TAG,3994,MNL,2397,Tagbilaran Airport,Tagbilaran,Philippines,RPVT,9.665442,123.853533,38,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,620.3819032831909
5J,1683,USU,4199,MNL,2397,Francisco B. Reyes Airport,Busuanga,Philippines,RPVV,12.1215000153,120.099998474,148,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,283.4841305966515
5J,1683,VRC,6022,MNL,2397,Virac Airport,Virac,Philippines,RPUV,13.57639980316162,124.20600128173828,121,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,358.9651936377111
5J,1683,WNP,6018,MNL,2397,Naga Airport,Naga,Philippines,RPUN,13.58489990234375,123.2699966430664,142,8,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,263.5420770490813
5J,1683,BXU,4200,CEB,4206,Bancasi Airport,Butuan,Philippines,RPME,8.9515,125.4788,141,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,223.08625759670724
5J,1683,CGY,2400,CEB,4206,Laguindingan Airport,Cagayan de Oro City,Philippines,RPMY,8.612203,124.456496,190,\N,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,195.64812315728025
5J,1683,DGT,2425,CEB,4206,Sibulan Airport,Dumaguete,Philippines,RPVD,9.3337097168,123.300003052,15,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,131.3736339260871
5J,1683,GES,2402,CEB,4206,General Santos International Airport,Romblon,Philippines,RPMR,6.05800008774,125.096000671,505,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,488.2467221108851
5J,1683,KLO,2430,CEB,4206,Kalibo International Airport,Kalibo,Philippines,RPVK,11.679400444,122.375999451,14,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,232.13198028952394
5J,1683,LGP,4203,CEB,4206,Legazpi City International Airport,Legazpi,Philippines,RPLP,13.1575,123.735,66,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,318.01671078848943
5J,1683,MNL,2397,CEB,4206,Ninoy Aquino International Airport,Manila,Philippines,RPLL,14.5086,121.019997,75,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,566.9447120672253
5J,1683,MPH,2426,CEB,4206,Godofredo P. Ramos Airport,Caticlan,Philippines,RPVE,11.9245,121.954002,7,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,284.8536004104535
5J,1683,OZC,4204,CEB,4206,Labo Airport,Ozamis,Philippines,RPMO,8.178509712219238,123.84200286865234,75,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,237.20981770979552
5J,1683,PPS,2433,CEB,4206,Puerto Princesa Airport,Puerto Princesa,Philippines,RPVP,9.742119789123535,118.75900268554688,71,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,575.0134783311654
5J,1683,SUG,6016,CEB,4206,Surigao Airport,Sangley Point,Philippines,RPMS,9.755838325629998,125.480947495,20,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,175.52308911506054
5J,1683,ZAM,2404,CEB,4206,Zamboanga International Airport,Zamboanga,Philippines,RPMZ,6.922420024871826,122.05999755859376,33,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,431.48166939330184
5J,1683,HKG,3077,CEB,4206,Hong Kong International Airport,Hong Kong,Hong Kong,VHHH,22.308901,113.915001,28,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,1711.4006440670655
5J,1683,SIN,3316,CEB,4206,Singapore Changi Airport,Singapore,Singapore,WSSS,1.35019,103.994003,22,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,2422.5181033946064
5J,1683,ICN,3930,CEB,4206,Incheon International Airport,Seoul,South Korea,RKSI,37.46910095214844,126.45099639892578,23,9,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,3030.3580033942703
5J,1683,BCD,2423,CEB,4206,Bacolod-Silay Airport,Bacolod,Philippines,RPVB,10.7764,123.014999,82,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,117.57495058413244
5J,1683,CGM,6012,CEB,4206,Camiguin Airport,Camiguin,Philippines,RPMH,9.253520011901855,124.70700073242188,53,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,141.7704342453868
5J,1683,CRK,4140,CEB,4206,Diosdado Macapagal International Airport,Angeles City,Philippines,RPLC,15.186,120.559998,484,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,657.0135363703023
5J,1683,DPL,4201,CEB,4206,Dipolog Airport,Dipolog,Philippines,RPMG,8.60198349877,123.341875076,12,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,202.10956931226679
5J,1683,DVO,4090,CEB,4206,Francisco Bangoy International Airport,Davao,Philippines,RPMD,7.1255202293396,125.64600372314452,96,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,398.43387593948523
5J,1683,IAO,6974,CEB,4206,Siargao Airport,Siargao,Philippines,RPNS,9.8591,126.014,10,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,228.29718816830743
5J,1683,ILO,2429,CEB,4206,Iloilo International Airport,Iloilo,Philippines,RPVI,10.833017,122.493358,27,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,172.58504935893916
5J,1683,PAG,2401,CEB,4206,Pagadian Airport,Pagadian,Philippines,RPMP,7.83073144787,123.461179733,5,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,281.2112872060157
5J,1683,PUS,2372,CEB,4206,Gimhae International Airport,Busan,South Korea,RKPK,35.1795005798,128.93800354,6,9,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,2810.8905758209776
5J,1683,TAC,2422,CEB,4206,Daniel Z. Romualdez Airport,Tacloban,Philippines,RPVA,11.228035,125.027761,10,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,153.62913245557004
5J,1683,USU,4199,CEB,4206,Francisco B. Reyes Airport,Busuanga,Philippines,RPVV,12.1215000153,120.099998474,148,8,Mactan Cebu International Airport,Cebu,Philippines,RPVM,10.307499885559,123.97899627686,31,8,468.69081557666635
